,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
9795,ZAF,LTINT,TOT,PC_PA,A,2020,10.075,
9796,ZAF,LTINT,TOT,PC_PA,A,2021,9.789166,
9797,ZAF,LTINT,TOT,PC_PA,A,2022,10.73583,
9798,DEU,LTINT,TOT,PC_PA,A,1957,7.516667,
9799,DEU,LTINT,TOT,PC_PA,A,1958,6.783333,
9800,DEU,LTINT,TOT,PC_PA,A,1959,5.766667,
9801,DEU,LTINT,TOT,PC_PA,A,1960,6.425,
9802,DEU,LTINT,TOT,PC_PA,A,1961,5.875,
9803,DEU,LTINT,TOT,PC_PA,A,1962,5.908333,
9804,DEU,LTINT,TOT,PC_PA,A,1963,6.05,
9805,DEU,LTINT,TOT,PC_PA,A,1964,6.233333,
9806,DEU,LTINT,TOT,PC_PA,A,1965,7.05,
9807,DEU,LTINT,TOT,PC_PA,A,1966,8.125,
9808,DEU,LTINT,TOT,PC_PA,A,1967,6.958333,
9809,DEU,LTINT,TOT,PC_PA,A,1968,6.45,
9810,DEU,LTINT,TOT,PC_PA,A,1969,6.841667,
9811,DEU,LTINT,TOT,PC_PA,A,1970,8.316667,
9812,DEU,LTINT,TOT,PC_PA,A,1971,7.991667,
9813,DEU,LTINT,TOT,PC_PA,A,1972,7.875,
9814,DEU,LTINT,TOT,PC_PA,A,1973,9.308333,
9815,DEU,LTINT,TOT,PC_PA,A,1974,10.44167,
9816,DEU,LTINT,TOT,PC_PA,A,1975,8.675,
9817,DEU,LTINT,TOT,PC_PA,A,1976,8.033334,
9818,DEU,LTINT,TOT,PC_PA,A,1977,6.533333,
9819,DEU,LTINT,TOT,PC_PA,A,1978,6.133333,
9820,DEU,LTINT,TOT,PC_PA,A,1979,7.566667,
9821,DEU,LTINT,TOT,PC_PA,A,1980,8.425,
9822,DEU,LTINT,TOT,PC_PA,A,1981,10.13333,
9823,DEU,LTINT,TOT,PC_PA,A,1982,8.908334,
9824,DEU,LTINT,TOT,PC_PA,A,1983,8.083333,
9825,DEU,LTINT,TOT,PC_PA,A,1984,7.958333,
9826,DEU,LTINT,TOT,PC_PA,A,1985,7.041667,
9827,DEU,LTINT,TOT,PC_PA,A,1986,6.158333,
9828,DEU,LTINT,TOT,PC_PA,A,1987,6.25,
9829,DEU,LTINT,TOT,PC_PA,A,1988,6.491667,
9830,DEU,LTINT,TOT,PC_PA,A,1989,7.025,
9831,DEU,LTINT,TOT,PC_PA,A,1990,8.726459,
9832,DEU,LTINT,TOT,PC_PA,A,1991,8.445625,
9833,DEU,LTINT,TOT,PC_PA,A,1992,7.835208,
9834,DEU,LTINT,TOT,PC_PA,A,1993,6.496459,
9835,DEU,LTINT,TOT,PC_PA,A,1994,6.884414,
9836,DEU,LTINT,TOT,PC_PA,A,1995,6.850543,
9837,DEU,LTINT,TOT,PC_PA,A,1996,6.215378,
9838,DEU,LTINT,TOT,PC_PA,A,1997,5.640138,
9839,DEU,LTINT,TOT,PC_PA,A,1998,4.573801,
9840,DEU,LTINT,TOT,PC_PA,A,1999,4.49061,
9841,DEU,LTINT,TOT,PC_PA,A,2000,5.263958,
9842,DEU,LTINT,TOT,PC_PA,A,2001,4.796593,
9843,DEU,LTINT,TOT,PC_PA,A,2002,4.78358,
9844,DEU,LTINT,TOT,PC_PA,A,2003,4.071143,
9845,DEU,LTINT,TOT,PC_PA,A,2004,4.037156,
9846,DEU,LTINT,TOT,PC_PA,A,2005,3.354017,
9847,DEU,LTINT,TOT,PC_PA,A,2006,3.764125,
9848,DEU,LTINT,TOT,PC_PA,A,2007,4.216955,
9849,DEU,LTINT,TOT,PC_PA,A,2008,3.984768,
9850,DEU,LTINT,TOT,PC_PA,A,2009,3.222218,
9851,DEU,LTINT,TOT,PC_PA,A,2010,2.744267,
9852,DEU,LTINT,TOT,PC_PA,A,2011,2.609185,
9853,DEU,LTINT,TOT,PC_PA,A,2012,1.49513,
9854,DEU,LTINT,TOT,PC_PA,A,2013,1.571408,
9855,DEU,LTINT,TOT,PC_PA,A,2014,1.163472,
9856,DEU,LTINT,TOT,PC_PA,A,2015,0.4951937,
9857,DEU,LTINT,TOT,PC_PA,A,2016,0.09149919,
9858,DEU,LTINT,TOT,PC_PA,A,2017,0.3163361,
9859,DEU,LTINT,TOT,PC_PA,A,2018,0.396364,
9860,DEU,LTINT,TOT,PC_PA,A,2019,-0.2536345,
9861,DEU,LTINT,TOT,PC_PA,A,2020,-0.511024,
9862,DEU,LTINT,TOT,PC_PA,A,2021,-0.3738212,
9863,DEU,LTINT,TOT,PC_PA,A,2022,1.142583,
10688,USA,LTINT,TOT,PC_PA,A,1954,2.401667,
10689,USA,LTINT,TOT,PC_PA,A,1955,2.816667,
10690,USA,LTINT,TOT,PC_PA,A,1956,3.1825,
10691,USA,LTINT,TOT,PC_PA,A,1957,3.6475,
10692,USA,LTINT,TOT,PC_PA,A,1958,3.315833,
10693,USA,LTINT,TOT,PC_PA,A,1959,4.333333,
10694,USA,LTINT,TOT,PC_PA,A,1960,4.116667,
10695,USA,LTINT,TOT,PC_PA,A,1961,3.8825,
10696,USA,LTINT,TOT,PC_PA,A,1962,3.945833,
10697,USA,LTINT,TOT,PC_PA,A,1963,4.0025,
10698,USA,LTINT,TOT,PC_PA,A,1964,4.186666,
10699,USA,LTINT,TOT,PC_PA,A,1965,4.2825,
10700,USA,LTINT,TOT,PC_PA,A,1966,4.923333,
10701,USA,LTINT,TOT,PC_PA,A,1967,5.073333,
10702,USA,LTINT,TOT,PC_PA,A,1968,5.645833,
10703,USA,LTINT,TOT,PC_PA,A,1969,6.670833,
10704,USA,LTINT,TOT,PC_PA,A,1970,7.348333,
10705,USA,LTINT,TOT,PC_PA,A,1971,6.159167,
10706,USA,LTINT,TOT,PC_PA,A,1972,6.21,
10707,USA,LTINT,TOT,PC_PA,A,1973,6.8425,
10708,USA,LTINT,TOT,PC_PA,A,1974,7.5575,
10709,USA,LTINT,TOT,PC_PA,A,1975,7.9875,
10710,USA,LTINT,TOT,PC_PA,A,1976,7.611667,
10711,USA,LTINT,TOT,PC_PA,A,1977,7.419167,
10712,USA,LTINT,TOT,PC_PA,A,1978,8.41,
10713,USA,LTINT,TOT,PC_PA,A,1979,9.4425,
10714,USA,LTINT,TOT,PC_PA,A,1980,11.46,
10715,USA,LTINT,TOT,PC_PA,A,1981,13.91083,
10716,USA,LTINT,TOT,PC_PA,A,1982,13.00167,
10717,USA,LTINT,TOT,PC_PA,A,1983,11.105,
10718,USA,LTINT,TOT,PC_PA,A,1984,12.43833,
10719,USA,LTINT,TOT,PC_PA,A,1985,10.62333,
10720,USA,LTINT,TOT,PC_PA,A,1986,7.6825,
10721,USA,LTINT,TOT,PC_PA,A,1987,8.384167,
10722,USA,LTINT,TOT,PC_PA,A,1988,8.845834,
10723,USA,LTINT,TOT,PC_PA,A,1989,8.498333,
10724,USA,LTINT,TOT,PC_PA,A,1990,8.55,
10725,USA,LTINT,TOT,PC_PA,A,1991,7.858333,
10726,USA,LTINT,TOT,PC_PA,A,1992,7.01,
10727,USA,LTINT,TOT,PC_PA,A,1993,5.873333,
10728,USA,LTINT,TOT,PC_PA,A,1994,7.08,
10729,USA,LTINT,TOT,PC_PA,A,1995,6.58,
10730,USA,LTINT,TOT,PC_PA,A,1996,6.438334,
10731,USA,LTINT,TOT,PC_PA,A,1997,6.3525,
10732,USA,LTINT,TOT,PC_PA,A,1998,5.264167,
10733,USA,LTINT,TOT,PC_PA,A,1999,5.636667,
10734,USA,LTINT,TOT,PC_PA,A,2000,6.029167,
10735,USA,LTINT,TOT,PC_PA,A,2001,5.0175,
10736,USA,LTINT,TOT,PC_PA,A,2002,4.610833,
10737,USA,LTINT,TOT,PC_PA,A,2003,4.015,
10738,USA,LTINT,TOT,PC_PA,A,2004,4.274167,
10739,USA,LTINT,TOT,PC_PA,A,2005,4.29,
10740,USA,LTINT,TOT,PC_PA,A,2006,4.791667,
10741,USA,LTINT,TOT,PC_PA,A,2007,4.629167,
10742,USA,LTINT,TOT,PC_PA,A,2008,3.666667,
10743,USA,LTINT,TOT,PC_PA,A,2009,3.256667,
10744,USA,LTINT,TOT,PC_PA,A,2010,3.214167,
10745,USA,LTINT,TOT,PC_PA,A,2011,2.785833,
10746,USA,LTINT,TOT,PC_PA,A,2012,1.8025,
10747,USA,LTINT,TOT,PC_PA,A,2013,2.350833,
10748,USA,LTINT,TOT,PC_PA,A,2014,2.540833,
10749,USA,LTINT,TOT,PC_PA,A,2015,2.135833,
10750,USA,LTINT,TOT,PC_PA,A,2016,1.841667,
10751,USA,LTINT,TOT,PC_PA,A,2017,2.33,
10752,USA,LTINT,TOT,PC_PA,A,2018,2.91,
10753,USA,LTINT,TOT,PC_PA,A,2019,2.144167,
10754,USA,LTINT,TOT,PC_PA,A,2020,0.8941666,
10755,USA,LTINT,TOT,PC_PA,A,2021,1.4425,
10756,USA,LTINT,TOT,PC_PA,A,2022,2.951667,
10757,NZL,LTINT,TOT,PC_PA,A,1970,5.5075,
10758,NZL,LTINT,TOT,PC_PA,A,1971,5.516667,
10759,NZL,LTINT,TOT,PC_PA,A,1972,5.523334,
10760,NZL,LTINT,TOT,PC_PA,A,1973,5.796667,
10761,NZL,LTINT,TOT,PC_PA,A,1974,6.0825,
10762,NZL,LTINT,TOT,PC_PA,A,1975,6.326667,
10763,NZL,LTINT,TOT,PC_PA,A,1976,8.341666,
10764,NZL,LTINT,TOT,PC_PA,A,1977,9.239166,
10765,NZL,LTINT,TOT,PC_PA,A,1978,9.979167,
10766,NZL,LTINT,TOT,PC_PA,A,1979,11.97909,
10767,NZL,LTINT,TOT,PC_PA,A,1980,13.28333,
10768,NZL,LTINT,TOT,PC_PA,A,1981,12.8325,
10769,NZL,LTINT,TOT,PC_PA,A,1982,12.89333,
10770,NZL,LTINT,TOT,PC_PA,A,1983,12.1825,
10771,NZL,LTINT,TOT,PC_PA,A,1984,12.61,
10772,NZL,LTINT,TOT,PC_PA,A,1985,17.6575,
10773,NZL,LTINT,TOT,PC_PA,A,1986,16.4475,
10774,NZL,LTINT,TOT,PC_PA,A,1987,15.71,
10775,NZL,LTINT,TOT,PC_PA,A,1988,13.11583,
10776,NZL,LTINT,TOT,PC_PA,A,1989,12.82917,
10777,NZL,LTINT,TOT,PC_PA,A,1990,12.445,
10778,NZL,LTINT,TOT,PC_PA,A,1991,10.11,
10779,NZL,LTINT,TOT,PC_PA,A,1992,8.401667,
10780,NZL,LTINT,TOT,PC_PA,A,1993,6.934166,
10781,NZL,LTINT,TOT,PC_PA,A,1994,7.630833,
10782,NZL,LTINT,TOT,PC_PA,A,1995,7.779167,
10783,NZL,LTINT,TOT,PC_PA,A,1996,7.894166,
10784,NZL,LTINT,TOT,PC_PA,A,1997,7.191667,
10785,NZL,LTINT,TOT,PC_PA,A,1998,6.2875,
10786,NZL,LTINT,TOT,PC_PA,A,1999,6.4125,
10787,NZL,LTINT,TOT,PC_PA,A,2000,6.8525,
10788,NZL,LTINT,TOT,PC_PA,A,2001,6.393333,
10789,NZL,LTINT,TOT,PC_PA,A,2002,6.5275,
10790,NZL,LTINT,TOT,PC_PA,A,2003,5.866667,
10791,NZL,LTINT,TOT,PC_PA,A,2004,6.065834,
10792,NZL,LTINT,TOT,PC_PA,A,2005,5.875,
10793,NZL,LTINT,TOT,PC_PA,A,2006,5.780833,
10794,NZL,LTINT,TOT,PC_PA,A,2007,6.265,
10795,NZL,LTINT,TOT,PC_PA,A,2008,6.080833,
10796,NZL,LTINT,TOT,PC_PA,A,2009,5.456666,
10797,NZL,LTINT,TOT,PC_PA,A,2010,5.603333,
10798,NZL,LTINT,TOT,PC_PA,A,2011,4.945,
10799,NZL,LTINT,TOT,PC_PA,A,2012,3.685,
10800,NZL,LTINT,TOT,PC_PA,A,2013,4.093333,
10801,NZL,LTINT,TOT,PC_PA,A,2014,4.304167,
10802,NZL,LTINT,TOT,PC_PA,A,2015,3.423333,
10803,NZL,LTINT,TOT,PC_PA,A,2016,2.761667,
10804,NZL,LTINT,TOT,PC_PA,A,2017,2.990833,
10805,NZL,LTINT,TOT,PC_PA,A,2018,2.754167,
10806,NZL,LTINT,TOT,PC_PA,A,2019,1.649167,
10807,NZL,LTINT,TOT,PC_PA,A,2020,0.8908333,
10808,NZL,LTINT,TOT,PC_PA,A,2021,1.815,
10809,NZL,LTINT,TOT,PC_PA,A,2022,3.639167,
10810,IRL,LTINT,TOT,PC_PA,A,1971,9.386634,
10811,IRL,LTINT,TOT,PC_PA,A,1972,9.217292,
10812,IRL,LTINT,TOT,PC_PA,A,1973,10.88955,
10813,IRL,LTINT,TOT,PC_PA,A,1974,14.85469,
10814,IRL,LTINT,TOT,PC_PA,A,1975,14.19172,
10815,IRL,LTINT,TOT,PC_PA,A,1976,14.84792,
10816,IRL,LTINT,TOT,PC_PA,A,1977,13.09353,
10817,IRL,LTINT,TOT,PC_PA,A,1978,13.04019,
10818,IRL,LTINT,TOT,PC_PA,A,1979,15.30684,
10819,IRL,LTINT,TOT,PC_PA,A,1980,15.59895,
10820,IRL,LTINT,TOT,PC_PA,A,1981,17.54469,
10821,IRL,LTINT,TOT,PC_PA,A,1982,17.33132,
10822,IRL,LTINT,TOT,PC_PA,A,1983,14.12737,
10823,IRL,LTINT,TOT,PC_PA,A,1984,14.84707,
10824,IRL,LTINT,TOT,PC_PA,A,1985,12.98515,
10825,IRL,LTINT,TOT,PC_PA,A,1986,11.40265,
10826,IRL,LTINT,TOT,PC_PA,A,1987,11.43991,
10827,IRL,LTINT,TOT,PC_PA,A,1988,9.511101,
10828,IRL,LTINT,TOT,PC_PA,A,1989,9.317204,
10829,IRL,LTINT,TOT,PC_PA,A,1990,10.4391,
10830,IRL,LTINT,TOT,PC_PA,A,1991,9.524648,
10831,IRL,LTINT,TOT,PC_PA,A,1992,9.466225,
10832,IRL,LTINT,TOT,PC_PA,A,1993,7.700833,
10833,IRL,LTINT,TOT,PC_PA,A,1994,7.920833,
10834,IRL,LTINT,TOT,PC_PA,A,1995,8.255,
10835,IRL,LTINT,TOT,PC_PA,A,1996,7.289166,
10836,IRL,LTINT,TOT,PC_PA,A,1997,6.293334,
10837,IRL,LTINT,TOT,PC_PA,A,1998,4.796667,
10838,IRL,LTINT,TOT,PC_PA,A,1999,4.710834,
10839,IRL,LTINT,TOT,PC_PA,A,2000,5.5125,
10840,IRL,LTINT,TOT,PC_PA,A,2001,5.011667,
10841,IRL,LTINT,TOT,PC_PA,A,2002,5.01,
10842,IRL,LTINT,TOT,PC_PA,A,2003,4.1325,
10843,IRL,LTINT,TOT,PC_PA,A,2004,4.076667,
10844,IRL,LTINT,TOT,PC_PA,A,2005,3.329167,
10845,IRL,LTINT,TOT,PC_PA,A,2006,3.765,
10846,IRL,LTINT,TOT,PC_PA,A,2007,4.305833,
10847,IRL,LTINT,TOT,PC_PA,A,2008,4.525833,
10848,IRL,LTINT,TOT,PC_PA,A,2009,5.225,
10849,IRL,LTINT,TOT,PC_PA,A,2010,5.739167,
10850,IRL,LTINT,TOT,PC_PA,A,2011,9.601666,
10851,IRL,LTINT,TOT,PC_PA,A,2012,6.171667,
10852,IRL,LTINT,TOT,PC_PA,A,2013,3.79,
10853,IRL,LTINT,TOT,PC_PA,A,2014,2.3675,
10854,IRL,LTINT,TOT,PC_PA,A,2015,1.1825,
10855,IRL,LTINT,TOT,PC_PA,A,2016,0.7358333,
10856,IRL,LTINT,TOT,PC_PA,A,2017,0.8016667,
10857,IRL,LTINT,TOT,PC_PA,A,2018,0.9513333,
10858,IRL,LTINT,TOT,PC_PA,A,2019,0.3322,
10859,IRL,LTINT,TOT,PC_PA,A,2020,-0.06046667,
10860,IRL,LTINT,TOT,PC_PA,A,2021,0.06315833,
10861,IRL,LTINT,TOT,PC_PA,A,2022,1.745617,
11656,DNK,LTINT,TOT,PC_PA,A,1987,11.28435,
11657,DNK,LTINT,TOT,PC_PA,A,1988,9.883703,
11658,DNK,LTINT,TOT,PC_PA,A,1989,9.706354,
11659,DNK,LTINT,TOT,PC_PA,A,1990,10.62874,
11660,DNK,LTINT,TOT,PC_PA,A,1991,9.262481,
11661,DNK,LTINT,TOT,PC_PA,A,1992,8.987465,
11662,DNK,LTINT,TOT,PC_PA,A,1993,7.30375,
11663,DNK,LTINT,TOT,PC_PA,A,1994,7.825333,
11664,DNK,LTINT,TOT,PC_PA,A,1995,8.268583,
11665,DNK,LTINT,TOT,PC_PA,A,1996,7.193083,
11666,DNK,LTINT,TOT,PC_PA,A,1997,6.252584,
11667,DNK,LTINT,TOT,PC_PA,A,1998,4.937583,
11668,DNK,LTINT,TOT,PC_PA,A,1999,4.909,
11669,DNK,LTINT,TOT,PC_PA,A,2000,5.641833,
11670,DNK,LTINT,TOT,PC_PA,A,2001,5.079167,
11671,DNK,LTINT,TOT,PC_PA,A,2002,5.055917,
11672,DNK,LTINT,TOT,PC_PA,A,2003,4.30775,
11673,DNK,LTINT,TOT,PC_PA,A,2004,4.304584,
11674,DNK,LTINT,TOT,PC_PA,A,2005,3.40375,
11675,DNK,LTINT,TOT,PC_PA,A,2006,3.812,
11676,DNK,LTINT,TOT,PC_PA,A,2007,4.286417,
11677,DNK,LTINT,TOT,PC_PA,A,2008,4.284333,
11678,DNK,LTINT,TOT,PC_PA,A,2009,3.586333,
11679,DNK,LTINT,TOT,PC_PA,A,2010,2.926083,
11680,DNK,LTINT,TOT,PC_PA,A,2011,2.72925,
11681,DNK,LTINT,TOT,PC_PA,A,2012,1.403417,
11682,DNK,LTINT,TOT,PC_PA,A,2013,1.745,
11683,DNK,LTINT,TOT,PC_PA,A,2014,1.324833,
11684,DNK,LTINT,TOT,PC_PA,A,2015,0.6905,
11685,DNK,LTINT,TOT,PC_PA,A,2016,0.3203333,
11686,DNK,LTINT,TOT,PC_PA,A,2017,0.4764167,
11687,DNK,LTINT,TOT,PC_PA,A,2018,0.4548333,
11688,DNK,LTINT,TOT,PC_PA,A,2019,-0.1834167,
11689,DNK,LTINT,TOT,PC_PA,A,2020,-0.35925,
11690,DNK,LTINT,TOT,PC_PA,A,2021,-0.06083333,
11691,DNK,LTINT,TOT,PC_PA,A,2022,1.47775,
11692,CZE,LTINT,TOT,PC_PA,A,2001,6.314167,
11693,CZE,LTINT,TOT,PC_PA,A,2002,4.876667,
11694,CZE,LTINT,TOT,PC_PA,A,2003,4.115833,
11695,CZE,LTINT,TOT,PC_PA,A,2004,4.820833,
11696,CZE,LTINT,TOT,PC_PA,A,2005,3.5425,
11697,CZE,LTINT,TOT,PC_PA,A,2006,3.8,
11698,CZE,LTINT,TOT,PC_PA,A,2007,4.3025,
11699,CZE,LTINT,TOT,PC_PA,A,2008,4.633333,
11700,CZE,LTINT,TOT,PC_PA,A,2009,4.8375,
11701,CZE,LTINT,TOT,PC_PA,A,2010,3.884167,
11702,CZE,LTINT,TOT,PC_PA,A,2011,3.7075,
11703,CZE,LTINT,TOT,PC_PA,A,2012,2.781667,
11704,CZE,LTINT,TOT,PC_PA,A,2013,2.111667,
11705,CZE,LTINT,TOT,PC_PA,A,2014,1.575833,
11706,CZE,LTINT,TOT,PC_PA,A,2015,0.575,
11707,CZE,LTINT,TOT,PC_PA,A,2016,0.4275,
11708,CZE,LTINT,TOT,PC_PA,A,2017,0.9808334,
11709,CZE,LTINT,TOT,PC_PA,A,2018,1.981667,
11710,CZE,LTINT,TOT,PC_PA,A,2019,1.548333,
11711,CZE,LTINT,TOT,PC_PA,A,2020,1.128333,
11712,CZE,LTINT,TOT,PC_PA,A,2021,1.904167,
11713,CZE,LTINT,TOT,PC_PA,A,2022,4.3325,
11850,LUX,LTINT,TOT,PC_PA,A,1994,7.150583,
11851,LUX,LTINT,TOT,PC_PA,A,1995,7.230333,
11852,LUX,LTINT,TOT,PC_PA,A,1996,6.32075,
11853,LUX,LTINT,TOT,PC_PA,A,1997,5.597917,
11854,LUX,LTINT,TOT,PC_PA,A,1998,4.727667,
11855,LUX,LTINT,TOT,PC_PA,A,1999,4.66375,
11856,LUX,LTINT,TOT,PC_PA,A,2000,5.518167,
11857,LUX,LTINT,TOT,PC_PA,A,2001,4.859,
11858,LUX,LTINT,TOT,PC_PA,A,2002,4.703166,
11859,LUX,LTINT,TOT,PC_PA,A,2003,3.316,
11860,LUX,LTINT,TOT,PC_PA,A,2004,2.843417,
11861,LUX,LTINT,TOT,PC_PA,A,2005,2.412667,
11862,LUX,LTINT,TOT,PC_PA,A,2006,3.303667,
11863,LUX,LTINT,TOT,PC_PA,A,2007,4.461083,
11864,LUX,LTINT,TOT,PC_PA,A,2008,4.608167,
11865,LUX,LTINT,TOT,PC_PA,A,2009,4.22875,
11866,LUX,LTINT,TOT,PC_PA,A,2010,3.169167,
11867,LUX,LTINT,TOT,PC_PA,A,2011,2.923333,
11868,LUX,LTINT,TOT,PC_PA,A,2012,1.821,
11869,LUX,LTINT,TOT,PC_PA,A,2013,1.850917,
11870,LUX,LTINT,TOT,PC_PA,A,2014,1.336833,
11871,LUX,LTINT,TOT,PC_PA,A,2015,0.36875,
11872,LUX,LTINT,TOT,PC_PA,A,2016,0.25425,
11873,LUX,LTINT,TOT,PC_PA,A,2017,0.5448334,
11874,LUX,LTINT,TOT,PC_PA,A,2018,0.5646667,
11875,LUX,LTINT,TOT,PC_PA,A,2019,-0.1205833,
11876,LUX,LTINT,TOT,PC_PA,A,2020,-0.4135833,
11877,LUX,LTINT,TOT,PC_PA,A,2021,-0.3565833,
11878,LUX,LTINT,TOT,PC_PA,A,2022,1.7275,
12718,RUS,LTINT,TOT,PC_PA,A,1999,87.37583,
12719,RUS,LTINT,TOT,PC_PA,A,2000,35.16333,
12720,RUS,LTINT,TOT,PC_PA,A,2001,19.38333,
12721,RUS,LTINT,TOT,PC_PA,A,2002,15.82417,
12722,RUS,LTINT,TOT,PC_PA,A,2003,9.115,
12723,RUS,LTINT,TOT,PC_PA,A,2004,8.289166,
12724,RUS,LTINT,TOT,PC_PA,A,2005,8.1075,
12725,RUS,LTINT,TOT,PC_PA,A,2006,6.976666,
12726,RUS,LTINT,TOT,PC_PA,A,2007,6.7175,
12727,RUS,LTINT,TOT,PC_PA,A,2008,7.523334,
12728,RUS,LTINT,TOT,PC_PA,A,2009,9.874166,
12729,RUS,LTINT,TOT,PC_PA,A,2010,7.831666,
12730,RUS,LTINT,TOT,PC_PA,A,2011,8.060833,
12731,RUS,LTINT,TOT,PC_PA,A,2012,8.154166,
12732,RUS,LTINT,TOT,PC_PA,A,2013,7.330833,
12733,RUS,LTINT,TOT,PC_PA,A,2014,8.464167,
12734,RUS,LTINT,TOT,PC_PA,A,2015,10.88667,
12735,RUS,LTINT,TOT,PC_PA,A,2016,10.43833,
12736,RUS,LTINT,TOT,PC_PA,A,2017,8.9925,
13341,SWE,LTINT,TOT,PC_PA,A,1987,11.68,
13342,SWE,LTINT,TOT,PC_PA,A,1988,11.35167,
13343,SWE,LTINT,TOT,PC_PA,A,1989,11.18,
13344,SWE,LTINT,TOT,PC_PA,A,1990,13.15917,
13345,SWE,LTINT,TOT,PC_PA,A,1991,10.69083,
13346,SWE,LTINT,TOT,PC_PA,A,1992,10.01667,
13347,SWE,LTINT,TOT,PC_PA,A,1993,8.539166,B
13348,SWE,LTINT,TOT,PC_PA,A,1994,9.495,B
13349,SWE,LTINT,TOT,PC_PA,A,1995,10.24417,
13350,SWE,LTINT,TOT,PC_PA,A,1996,8.026667,
13351,SWE,LTINT,TOT,PC_PA,A,1997,6.614167,
13352,SWE,LTINT,TOT,PC_PA,A,1998,4.989167,
13353,SWE,LTINT,TOT,PC_PA,A,1999,4.98,
13354,SWE,LTINT,TOT,PC_PA,A,2000,5.3675,
13355,SWE,LTINT,TOT,PC_PA,A,2001,5.1075,
13356,SWE,LTINT,TOT,PC_PA,A,2002,5.303333,
13357,SWE,LTINT,TOT,PC_PA,A,2003,4.638333,
13358,SWE,LTINT,TOT,PC_PA,A,2004,4.425,
13359,SWE,LTINT,TOT,PC_PA,A,2005,3.3825,
13360,SWE,LTINT,TOT,PC_PA,A,2006,3.704167,
13361,SWE,LTINT,TOT,PC_PA,A,2007,4.1675,
13362,SWE,LTINT,TOT,PC_PA,A,2008,3.8875,
13363,SWE,LTINT,TOT,PC_PA,A,2009,3.25,
13364,SWE,LTINT,TOT,PC_PA,A,2010,2.893333,
13365,SWE,LTINT,TOT,PC_PA,A,2011,2.605,
13366,SWE,LTINT,TOT,PC_PA,A,2012,1.5925,
13367,SWE,LTINT,TOT,PC_PA,A,2013,2.120833,
13368,SWE,LTINT,TOT,PC_PA,A,2014,1.72,
13369,SWE,LTINT,TOT,PC_PA,A,2015,0.7191667,
13370,SWE,LTINT,TOT,PC_PA,A,2016,0.5191666,
13371,SWE,LTINT,TOT,PC_PA,A,2017,0.655,
13372,SWE,LTINT,TOT,PC_PA,A,2018,0.6516666,
13373,SWE,LTINT,TOT,PC_PA,A,2019,0.04666667,
13374,SWE,LTINT,TOT,PC_PA,A,2020,-0.03833333,
13375,SWE,LTINT,TOT,PC_PA,A,2021,0.2683333,
13376,SWE,LTINT,TOT,PC_PA,A,2022,1.524167,
13377,FRA,LTINT,TOT,PC_PA,A,1960,5.663333,
13378,FRA,LTINT,TOT,PC_PA,A,1961,5.519166,
13379,FRA,LTINT,TOT,PC_PA,A,1962,5.434166,
13380,FRA,LTINT,TOT,PC_PA,A,1963,5.338333,
13381,FRA,LTINT,TOT,PC_PA,A,1964,5.449167,
13382,FRA,LTINT,TOT,PC_PA,A,1965,6.2025,
13383,FRA,LTINT,TOT,PC_PA,A,1966,6.579167,
13384,FRA,LTINT,TOT,PC_PA,A,1967,6.706666,
13385,FRA,LTINT,TOT,PC_PA,A,1968,6.950833,B
13386,FRA,LTINT,TOT,PC_PA,A,1969,8.1775,
