,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
20547,AUT,LTINT,TOT,PC_PA,A,2022,1.71115,
21275,ESP,LTINT,TOT,PC_PA,A,1980,15.96083,
21276,ESP,LTINT,TOT,PC_PA,A,1981,15.81167,
21277,ESP,LTINT,TOT,PC_PA,A,1982,15.9875,
21278,ESP,LTINT,TOT,PC_PA,A,1983,16.90917,
21279,ESP,LTINT,TOT,PC_PA,A,1984,16.5225,
21280,ESP,LTINT,TOT,PC_PA,A,1985,13.3675,
21281,ESP,LTINT,TOT,PC_PA,A,1986,11.35417,
21282,ESP,LTINT,TOT,PC_PA,A,1987,12.81333,
21283,ESP,LTINT,TOT,PC_PA,A,1988,11.74417,
21284,ESP,LTINT,TOT,PC_PA,A,1989,13.60058,
21285,ESP,LTINT,TOT,PC_PA,A,1990,14.6775,
21286,ESP,LTINT,TOT,PC_PA,A,1991,12.36055,
21287,ESP,LTINT,TOT,PC_PA,A,1992,11.69519,
21288,ESP,LTINT,TOT,PC_PA,A,1993,10.21079,
21289,ESP,LTINT,TOT,PC_PA,A,1994,9.997791,
21290,ESP,LTINT,TOT,PC_PA,A,1995,11.27094,
21291,ESP,LTINT,TOT,PC_PA,A,1996,8.736462,
21292,ESP,LTINT,TOT,PC_PA,A,1997,6.401535,
21293,ESP,LTINT,TOT,PC_PA,A,1998,4.832926,
21294,ESP,LTINT,TOT,PC_PA,A,1999,4.727312,
21295,ESP,LTINT,TOT,PC_PA,A,2000,5.525866,
21296,ESP,LTINT,TOT,PC_PA,A,2001,5.115284,
21297,ESP,LTINT,TOT,PC_PA,A,2002,4.957641,
21298,ESP,LTINT,TOT,PC_PA,A,2003,4.123044,
21299,ESP,LTINT,TOT,PC_PA,A,2004,4.104143,
21300,ESP,LTINT,TOT,PC_PA,A,2005,3.386349,
21301,ESP,LTINT,TOT,PC_PA,A,2006,3.78431,
21302,ESP,LTINT,TOT,PC_PA,A,2007,4.306627,
21303,ESP,LTINT,TOT,PC_PA,A,2008,4.363732,
21304,ESP,LTINT,TOT,PC_PA,A,2009,3.974298,
21305,ESP,LTINT,TOT,PC_PA,A,2010,4.250001,
21306,ESP,LTINT,TOT,PC_PA,A,2011,5.436894,
21307,ESP,LTINT,TOT,PC_PA,A,2012,5.846537,
21308,ESP,LTINT,TOT,PC_PA,A,2013,4.561962,
21309,ESP,LTINT,TOT,PC_PA,A,2014,2.721831,
21310,ESP,LTINT,TOT,PC_PA,A,2015,1.735087,
21311,ESP,LTINT,TOT,PC_PA,A,2016,1.393302,
21312,ESP,LTINT,TOT,PC_PA,A,2017,1.557866,
21313,ESP,LTINT,TOT,PC_PA,A,2018,1.419352,
21314,ESP,LTINT,TOT,PC_PA,A,2019,0.6610183,
21315,ESP,LTINT,TOT,PC_PA,A,2020,0.3794776,
21316,ESP,LTINT,TOT,PC_PA,A,2021,0.3487502,
21317,ESP,LTINT,TOT,PC_PA,A,2022,2.198559,
21626,HUN,LTINT,TOT,PC_PA,A,2000,8.55,
21627,HUN,LTINT,TOT,PC_PA,A,2001,7.945,
21628,HUN,LTINT,TOT,PC_PA,A,2002,7.085834,
21629,HUN,LTINT,TOT,PC_PA,A,2003,6.773334,
21630,HUN,LTINT,TOT,PC_PA,A,2004,8.291667,
21631,HUN,LTINT,TOT,PC_PA,A,2005,6.598333,
21632,HUN,LTINT,TOT,PC_PA,A,2006,7.115833,
21633,HUN,LTINT,TOT,PC_PA,A,2007,6.744167,
21634,HUN,LTINT,TOT,PC_PA,A,2008,8.238334,
21635,HUN,LTINT,TOT,PC_PA,A,2009,9.123333,
21636,HUN,LTINT,TOT,PC_PA,A,2010,7.281667,
21637,HUN,LTINT,TOT,PC_PA,A,2011,7.635409,
21638,HUN,LTINT,TOT,PC_PA,A,2012,7.890833,
21639,HUN,LTINT,TOT,PC_PA,A,2013,5.923333,
21640,HUN,LTINT,TOT,PC_PA,A,2014,4.809166,
21641,HUN,LTINT,TOT,PC_PA,A,2015,3.4325,
21642,HUN,LTINT,TOT,PC_PA,A,2016,3.143333,
21643,HUN,LTINT,TOT,PC_PA,A,2017,2.9625,
21644,HUN,LTINT,TOT,PC_PA,A,2018,3.058333,
21645,HUN,LTINT,TOT,PC_PA,A,2019,2.465,
21646,HUN,LTINT,TOT,PC_PA,A,2020,2.225,
21647,HUN,LTINT,TOT,PC_PA,A,2021,3.060833,
21648,HUN,LTINT,TOT,PC_PA,A,2022,7.570833,
23017,BEL,LTINT,TOT,PC_PA,A,1955,4.614167,
23018,BEL,LTINT,TOT,PC_PA,A,1956,4.759167,
23019,BEL,LTINT,TOT,PC_PA,A,1957,6.065,
23020,BEL,LTINT,TOT,PC_PA,A,1958,5.410833,
23021,BEL,LTINT,TOT,PC_PA,A,1959,5.020833,
23022,BEL,LTINT,TOT,PC_PA,A,1960,5.548333,
23023,BEL,LTINT,TOT,PC_PA,A,1961,5.871666,
23024,BEL,LTINT,TOT,PC_PA,A,1962,5.1775,
23025,BEL,LTINT,TOT,PC_PA,A,1963,5.2825,
23026,BEL,LTINT,TOT,PC_PA,A,1964,6.451667,
23027,BEL,LTINT,TOT,PC_PA,A,1965,6.438334,
23028,BEL,LTINT,TOT,PC_PA,A,1966,6.651667,
23029,BEL,LTINT,TOT,PC_PA,A,1967,6.684166,
23030,BEL,LTINT,TOT,PC_PA,A,1968,6.545,
23031,BEL,LTINT,TOT,PC_PA,A,1969,7.293334,
23032,BEL,LTINT,TOT,PC_PA,A,1970,7.804167,
23033,BEL,LTINT,TOT,PC_PA,A,1971,7.321667,
23034,BEL,LTINT,TOT,PC_PA,A,1972,7.044167,
23035,BEL,LTINT,TOT,PC_PA,A,1973,7.494167,
23036,BEL,LTINT,TOT,PC_PA,A,1974,8.768333,
23037,BEL,LTINT,TOT,PC_PA,A,1975,8.515833,
23038,BEL,LTINT,TOT,PC_PA,A,1976,9.088333,
23039,BEL,LTINT,TOT,PC_PA,A,1977,8.7625,
23040,BEL,LTINT,TOT,PC_PA,A,1978,8.9275,
23041,BEL,LTINT,TOT,PC_PA,A,1979,9.693334,
23042,BEL,LTINT,TOT,PC_PA,A,1980,11.9,
23043,BEL,LTINT,TOT,PC_PA,A,1981,13.43667,
23044,BEL,LTINT,TOT,PC_PA,A,1982,13.42833,
23045,BEL,LTINT,TOT,PC_PA,A,1983,11.94083,
23046,BEL,LTINT,TOT,PC_PA,A,1984,12.2425,
23047,BEL,LTINT,TOT,PC_PA,A,1985,10.96833,
23048,BEL,LTINT,TOT,PC_PA,A,1986,8.625834,
23049,BEL,LTINT,TOT,PC_PA,A,1987,8.184167,
23050,BEL,LTINT,TOT,PC_PA,A,1988,8.0075,
23051,BEL,LTINT,TOT,PC_PA,A,1989,8.539166,
23052,BEL,LTINT,TOT,PC_PA,A,1990,10.00667,
23053,BEL,LTINT,TOT,PC_PA,A,1991,9.285833,
23054,BEL,LTINT,TOT,PC_PA,A,1992,8.653334,
23055,BEL,LTINT,TOT,PC_PA,A,1993,7.228333,
23056,BEL,LTINT,TOT,PC_PA,A,1994,7.750834,
23057,BEL,LTINT,TOT,PC_PA,A,1995,7.480834,
23058,BEL,LTINT,TOT,PC_PA,A,1996,6.4925,
23059,BEL,LTINT,TOT,PC_PA,A,1997,5.753334,
23060,BEL,LTINT,TOT,PC_PA,A,1998,4.751667,
23061,BEL,LTINT,TOT,PC_PA,A,1999,4.749166,
23062,BEL,LTINT,TOT,PC_PA,A,2000,5.5925,
23063,BEL,LTINT,TOT,PC_PA,A,2001,5.130833,
23064,BEL,LTINT,TOT,PC_PA,A,2002,4.986667,
23065,BEL,LTINT,TOT,PC_PA,A,2003,4.180833,
23066,BEL,LTINT,TOT,PC_PA,A,2004,4.1525,
23067,BEL,LTINT,TOT,PC_PA,A,2005,3.428333,
23068,BEL,LTINT,TOT,PC_PA,A,2006,3.815,
23069,BEL,LTINT,TOT,PC_PA,A,2007,4.328333,
23070,BEL,LTINT,TOT,PC_PA,A,2008,4.4175,
23071,BEL,LTINT,TOT,PC_PA,A,2009,3.901667,
23072,BEL,LTINT,TOT,PC_PA,A,2010,3.4625,
23073,BEL,LTINT,TOT,PC_PA,A,2011,4.233333,
23074,BEL,LTINT,TOT,PC_PA,A,2012,3.0,
23075,BEL,LTINT,TOT,PC_PA,A,2013,2.41,
23076,BEL,LTINT,TOT,PC_PA,A,2014,1.713333,
23077,BEL,LTINT,TOT,PC_PA,A,2015,0.84,
23078,BEL,LTINT,TOT,PC_PA,A,2016,0.4758333,
23079,BEL,LTINT,TOT,PC_PA,A,2017,0.7225,
23080,BEL,LTINT,TOT,PC_PA,A,2018,0.795,
23081,BEL,LTINT,TOT,PC_PA,A,2019,0.1933333,
23082,BEL,LTINT,TOT,PC_PA,A,2020,-0.1483333,
23083,BEL,LTINT,TOT,PC_PA,A,2021,-0.01416667,
23084,BEL,LTINT,TOT,PC_PA,A,2022,1.733333,
23085,KOR,LTINT,TOT,PC_PA,A,2001,6.855,
23086,KOR,LTINT,TOT,PC_PA,A,2002,6.586667,
23087,KOR,LTINT,TOT,PC_PA,A,2003,5.048333,
23088,KOR,LTINT,TOT,PC_PA,A,2004,4.728333,
23089,KOR,LTINT,TOT,PC_PA,A,2005,4.95,
23090,KOR,LTINT,TOT,PC_PA,A,2006,5.151667,
23091,KOR,LTINT,TOT,PC_PA,A,2007,5.350833,
23092,KOR,LTINT,TOT,PC_PA,A,2008,5.568333,
23093,KOR,LTINT,TOT,PC_PA,A,2009,5.165833,
23094,KOR,LTINT,TOT,PC_PA,A,2010,4.773334,
23095,KOR,LTINT,TOT,PC_PA,A,2011,4.2025,
23096,KOR,LTINT,TOT,PC_PA,A,2012,3.4475,
23097,KOR,LTINT,TOT,PC_PA,A,2013,3.278083,
23098,KOR,LTINT,TOT,PC_PA,A,2014,3.186333,
23099,KOR,LTINT,TOT,PC_PA,A,2015,2.30575,
23100,KOR,LTINT,TOT,PC_PA,A,2016,1.747417,
23101,KOR,LTINT,TOT,PC_PA,A,2017,2.282583,
23102,KOR,LTINT,TOT,PC_PA,A,2018,2.50275,
23103,KOR,LTINT,TOT,PC_PA,A,2019,1.70225,
23104,KOR,LTINT,TOT,PC_PA,A,2020,1.499667,
23105,KOR,LTINT,TOT,PC_PA,A,2021,2.0645,
23106,KOR,LTINT,TOT,PC_PA,A,2022,3.3635,
23545,EA19,LTINT,TOT,PC_PA,A,1970,8.22575,
23546,EA19,LTINT,TOT,PC_PA,A,1971,7.9161,
23547,EA19,LTINT,TOT,PC_PA,A,1972,7.633708,
23548,EA19,LTINT,TOT,PC_PA,A,1973,8.399734,
23549,EA19,LTINT,TOT,PC_PA,A,1974,10.17246,
23550,EA19,LTINT,TOT,PC_PA,A,1975,9.548141,
23551,EA19,LTINT,TOT,PC_PA,A,1976,10.07397,
23552,EA19,LTINT,TOT,PC_PA,A,1977,10.14996,
23553,EA19,LTINT,TOT,PC_PA,A,1978,9.66,
23554,EA19,LTINT,TOT,PC_PA,A,1979,10.40996,
23555,EA19,LTINT,TOT,PC_PA,A,1980,12.37215,
23556,EA19,LTINT,TOT,PC_PA,A,1981,14.55317,
23557,EA19,LTINT,TOT,PC_PA,A,1982,14.3112,
23558,EA19,LTINT,TOT,PC_PA,A,1983,13.03796,
23559,EA19,LTINT,TOT,PC_PA,A,1984,12.18527,
23560,EA19,LTINT,TOT,PC_PA,A,1985,10.6877,
23561,EA19,LTINT,TOT,PC_PA,A,1986,8.8103,
23562,EA19,LTINT,TOT,PC_PA,A,1987,9.061459,
23563,EA19,LTINT,TOT,PC_PA,A,1988,8.970959,
23564,EA19,LTINT,TOT,PC_PA,A,1989,9.6807,
23565,EA19,LTINT,TOT,PC_PA,A,1990,10.86625,
23566,EA19,LTINT,TOT,PC_PA,A,1991,10.16043,
23567,EA19,LTINT,TOT,PC_PA,A,1992,9.830234,
23568,EA19,LTINT,TOT,PC_PA,A,1993,8.424183,
23569,EA19,LTINT,TOT,PC_PA,A,1994,8.175834,
23570,EA19,LTINT,TOT,PC_PA,A,1995,8.729167,
23571,EA19,LTINT,TOT,PC_PA,A,1996,7.2325,
23572,EA19,LTINT,TOT,PC_PA,A,1997,5.958333,
23573,EA19,LTINT,TOT,PC_PA,A,1998,4.703333,
23574,EA19,LTINT,TOT,PC_PA,A,1999,4.65515,
23575,EA19,LTINT,TOT,PC_PA,A,2000,5.438875,
23576,EA19,LTINT,TOT,PC_PA,A,2001,5.0273,
23577,EA19,LTINT,TOT,PC_PA,A,2002,4.922908,
23578,EA19,LTINT,TOT,PC_PA,A,2003,4.160858,
23579,EA19,LTINT,TOT,PC_PA,A,2004,4.140792,
23580,EA19,LTINT,TOT,PC_PA,A,2005,3.440875,
23581,EA19,LTINT,TOT,PC_PA,A,2006,3.859517,
23582,EA19,LTINT,TOT,PC_PA,A,2007,4.3317,
23583,EA19,LTINT,TOT,PC_PA,A,2008,4.356,
23584,EA19,LTINT,TOT,PC_PA,A,2009,4.028792,
23585,EA19,LTINT,TOT,PC_PA,A,2010,3.781917,
23586,EA19,LTINT,TOT,PC_PA,A,2011,4.311008,
23587,EA19,LTINT,TOT,PC_PA,A,2012,3.04785,
23588,EA19,LTINT,TOT,PC_PA,A,2013,3.011842,
23589,EA19,LTINT,TOT,PC_PA,A,2014,2.281667,
23590,EA19,LTINT,TOT,PC_PA,A,2015,1.269233,
23591,EA19,LTINT,TOT,PC_PA,A,2016,0.9294167,
23592,EA19,LTINT,TOT,PC_PA,A,2017,1.170442,
23593,EA19,LTINT,TOT,PC_PA,A,2018,1.264733,
23594,EA19,LTINT,TOT,PC_PA,A,2019,0.58445,
23595,EA19,LTINT,TOT,PC_PA,A,2020,0.2132417,
23596,EA19,LTINT,TOT,PC_PA,A,2021,0.1998833,
23597,EA19,LTINT,TOT,PC_PA,A,2022,2.041433,
24448,COL,LTINT,TOT,PC_PA,A,2003,15.23316,
24449,COL,LTINT,TOT,PC_PA,A,2004,14.32949,
24450,COL,LTINT,TOT,PC_PA,A,2005,11.64633,
24451,COL,LTINT,TOT,PC_PA,A,2006,9.176215,
24452,COL,LTINT,TOT,PC_PA,A,2007,10.0247,
24453,COL,LTINT,TOT,PC_PA,A,2008,11.90042,
24454,COL,LTINT,TOT,PC_PA,A,2009,9.560506,
24455,COL,LTINT,TOT,PC_PA,A,2010,8.476134,
24456,COL,LTINT,TOT,PC_PA,A,2011,8.103227,
24457,COL,LTINT,TOT,PC_PA,A,2012,6.820576,
24458,COL,LTINT,TOT,PC_PA,A,2013,6.497984,
24459,COL,LTINT,TOT,PC_PA,A,2014,7.056633,
24460,COL,LTINT,TOT,PC_PA,A,2015,7.871916,
24461,COL,LTINT,TOT,PC_PA,A,2016,7.9225,
24462,COL,LTINT,TOT,PC_PA,A,2017,6.816667,
24463,COL,LTINT,TOT,PC_PA,A,2018,7.009167,
24464,COL,LTINT,TOT,PC_PA,A,2019,6.4975,
24465,COL,LTINT,TOT,PC_PA,A,2020,6.333333,
24466,COL,LTINT,TOT,PC_PA,A,2021,7.624166,
24467,COL,LTINT,TOT,PC_PA,A,2022,11.63917,
24790,LVA,LTINT,TOT,PC_PA,A,2001,7.573333,
24791,LVA,LTINT,TOT,PC_PA,A,2002,5.408333,
24792,LVA,LTINT,TOT,PC_PA,A,2003,4.900833,
24793,LVA,LTINT,TOT,PC_PA,A,2004,4.8575,
24794,LVA,LTINT,TOT,PC_PA,A,2005,3.875,
24795,LVA,LTINT,TOT,PC_PA,A,2006,4.133333,
24796,LVA,LTINT,TOT,PC_PA,A,2007,5.2825,
24797,LVA,LTINT,TOT,PC_PA,A,2008,6.431667,
24798,LVA,LTINT,TOT,PC_PA,A,2009,12.3575,
24799,LVA,LTINT,TOT,PC_PA,A,2010,10.3375,
24800,LVA,LTINT,TOT,PC_PA,A,2011,5.9075,
24801,LVA,LTINT,TOT,PC_PA,A,2012,4.565,
24802,LVA,LTINT,TOT,PC_PA,A,2013,3.34,
24803,LVA,LTINT,TOT,PC_PA,A,2014,2.508333,
24804,LVA,LTINT,TOT,PC_PA,A,2015,0.9633333,
24805,LVA,LTINT,TOT,PC_PA,A,2016,0.5341667,
24806,LVA,LTINT,TOT,PC_PA,A,2017,0.8341666,
24807,LVA,LTINT,TOT,PC_PA,A,2018,0.9025,
24808,LVA,LTINT,TOT,PC_PA,A,2019,0.3425,
24809,LVA,LTINT,TOT,PC_PA,A,2020,-0.0625,
24810,LVA,LTINT,TOT,PC_PA,A,2021,-0.0025,
24811,LVA,LTINT,TOT,PC_PA,A,2022,2.2725,
24900,LTU,LTINT,TOT,PC_PA,A,2001,8.15225,
24901,LTU,LTINT,TOT,PC_PA,A,2002,6.06325,
24902,LTU,LTINT,TOT,PC_PA,A,2003,5.320333,
24903,LTU,LTINT,TOT,PC_PA,A,2004,4.502584,
24904,LTU,LTINT,TOT,PC_PA,A,2005,3.697417,
24905,LTU,LTINT,TOT,PC_PA,A,2006,4.078667,
24906,LTU,LTINT,TOT,PC_PA,A,2007,4.54475,
24907,LTU,LTINT,TOT,PC_PA,A,2008,5.60775,
24908,LTU,LTINT,TOT,PC_PA,A,2009,14.00442,
24909,LTU,LTINT,TOT,PC_PA,A,2010,5.566667,
24910,LTU,LTINT,TOT,PC_PA,A,2011,5.16,
24911,LTU,LTINT,TOT,PC_PA,A,2012,4.830833,
24912,LTU,LTINT,TOT,PC_PA,A,2013,3.831667,
24913,LTU,LTINT,TOT,PC_PA,A,2014,2.7925,
24914,LTU,LTINT,TOT,PC_PA,A,2015,1.380833,
24915,LTU,LTINT,TOT,PC_PA,A,2016,0.8983333,
24916,LTU,LTINT,TOT,PC_PA,A,2017,0.31,
24917,LTU,LTINT,TOT,PC_PA,A,2018,0.31,
24918,LTU,LTINT,TOT,PC_PA,A,2019,0.31,
24919,LTU,LTINT,TOT,PC_PA,A,2020,0.2233333,
24920,LTU,LTINT,TOT,PC_PA,A,2021,0.16,
24921,LTU,LTINT,TOT,PC_PA,A,2022,0.6133333,
25276,CRI,LTINT,TOT,PC_PA,A,2014,9.704166,
25277,CRI,LTINT,TOT,PC_PA,A,2015,10.10333,
25278,CRI,LTINT,TOT,PC_PA,A,2016,8.720834,
25279,CRI,LTINT,TOT,PC_PA,A,2017,8.7975,
25280,CRI,LTINT,TOT,PC_PA,A,2018,10.05273,
25281,CRI,LTINT,TOT,PC_PA,A,2019,10.33636,
25447,IND,LTINT,TOT,PC_PA,A,2012,8.259556,
25448,IND,LTINT,TOT,PC_PA,A,2013,8.109959,
25449,IND,LTINT,TOT,PC_PA,A,2014,8.586291,
25450,IND,LTINT,TOT,PC_PA,A,2015,7.776181,
25451,IND,LTINT,TOT,PC_PA,A,2016,7.205917,
25452,IND,LTINT,TOT,PC_PA,A,2017,6.92425,
25453,IND,LTINT,TOT,PC_PA,A,2018,7.704333,
25454,IND,LTINT,TOT,PC_PA,A,2019,6.993,
25455,IND,LTINT,TOT,PC_PA,A,2020,6.1575,
25456,IND,LTINT,TOT,PC_PA,A,2021,6.258333,
25457,IND,LTINT,TOT,PC_PA,A,2022,7.193333,
25680,EST,LTINT,TOT,PC_PA,A,2021,0.06333333,
25681,EST,LTINT,TOT,PC_PA,A,2022,2.285833,
25682,IDN,LTINT,TOT,PC_PA,A,2012,5.795833,
25683,IDN,LTINT,TOT,PC_PA,A,2013,6.9875,
25684,IDN,LTINT,TOT,PC_PA,A,2014,8.131667,
25685,IDN,LTINT,TOT,PC_PA,A,2015,8.221666,
25686,IDN,LTINT,TOT,PC_PA,A,2016,7.638333,
25687,IDN,LTINT,TOT,PC_PA,A,2017,6.878334,
25688,IDN,LTINT,TOT,PC_PA,A,2018,7.4575,
25689,IDN,LTINT,TOT,PC_PA,A,2019,7.4653,
25690,IDN,LTINT,TOT,PC_PA,A,2020,6.904896,
25691,IDN,LTINT,TOT,PC_PA,A,2021,6.362951,
25692,IDN,LTINT,TOT,PC_PA,A,2022,6.972653,
25870,BRA,LTINT,TOT,PC_PA,A,1995,23.39167,
25871,BRA,LTINT,TOT,PC_PA,A,1996,16.05917,
25872,BRA,LTINT,TOT,PC_PA,A,1997,10.13083,
25873,BRA,LTINT,TOT,PC_PA,A,1998,11.67333,
25874,BRA,LTINT,TOT,PC_PA,A,1999,13.2175,
25875,BRA,LTINT,TOT,PC_PA,A,2000,10.75,
25876,BRA,LTINT,TOT,PC_PA,A,2001,9.5,
25877,BRA,LTINT,TOT,PC_PA,A,2002,9.875,
25878,BRA,LTINT,TOT,PC_PA,A,2003,11.5,
25879,BRA,LTINT,TOT,PC_PA,A,2004,9.8125,
25880,BRA,LTINT,TOT,PC_PA,A,2005,9.75,
25881,BRA,LTINT,TOT,PC_PA,A,2006,7.875,
25882,BRA,LTINT,TOT,PC_PA,A,2007,6.375,
25883,BRA,LTINT,TOT,PC_PA,A,2008,6.25,
25884,BRA,LTINT,TOT,PC_PA,A,2009,6.125,
25885,BRA,LTINT,TOT,PC_PA,A,2010,6.0,
25886,BRA,LTINT,TOT,PC_PA,A,2011,6.0,
25887,BRA,LTINT,TOT,PC_PA,A,2012,5.75,
25888,BRA,LTINT,TOT,PC_PA,A,2013,5.0,
25889,BRA,LTINT,TOT,PC_PA,A,2014,5.0,
25890,BRA,LTINT,TOT,PC_PA,A,2015,6.25,
25891,BRA,LTINT,TOT,PC_PA,A,2016,7.5,
25892,BRA,LTINT,TOT,PC_PA,A,2017,7.125,
25893,BRA,LTINT,TOT,PC_PA,A,2018,6.7225,
25894,BRA,LTINT,TOT,PC_PA,A,2019,6.2025,
25895,BRA,LTINT,TOT,PC_PA,A,2020,4.8725,
25896,BRA,LTINT,TOT,PC_PA,A,2021,4.8,
25897,BRA,LTINT,TOT,PC_PA,A,2022,6.7775,
26349,CHN,LTINT,TOT,PC_PA,A,2014,4.104116,
26350,CHN,LTINT,TOT,PC_PA,A,2015,3.333883,
26351,CHN,LTINT,TOT,PC_PA,A,2016,2.850067,
26352,CHN,LTINT,TOT,PC_PA,A,2017,3.591667,
26353,CHN,LTINT,TOT,PC_PA,A,2018,3.579167,
26354,CHN,LTINT,TOT,PC_PA,A,2019,3.1813,
26355,CHN,LTINT,TOT,PC_PA,A,2020,2.924433,
26356,CHN,LTINT,TOT,PC_PA,A,2021,3.005533,
26357,CHN,LTINT,TOT,PC_PA,A,2022,2.764183,
26502,BGR,LTINT,TOT,PC_PA,A,2003,6.446667,
26503,BGR,LTINT,TOT,PC_PA,A,2004,5.36,
26504,BGR,LTINT,TOT,PC_PA,A,2005,3.874167,
26505,BGR,LTINT,TOT,PC_PA,A,2006,4.183333,
26506,BGR,LTINT,TOT,PC_PA,A,2007,4.539166,
26507,BGR,LTINT,TOT,PC_PA,A,2008,5.376667,
26508,BGR,LTINT,TOT,PC_PA,A,2009,7.215,
26509,BGR,LTINT,TOT,PC_PA,A,2010,6.005,
26510,BGR,LTINT,TOT,PC_PA,A,2011,5.356667,
26511,BGR,LTINT,TOT,PC_PA,A,2012,4.4975,
26512,BGR,LTINT,TOT,PC_PA,A,2013,3.473333,
26513,BGR,LTINT,TOT,PC_PA,A,2014,3.3475,
26514,BGR,LTINT,TOT,PC_PA,A,2015,2.491667,
26515,BGR,LTINT,TOT,PC_PA,A,2016,2.271667,
26516,BGR,LTINT,TOT,PC_PA,A,2017,1.6025,
26517,BGR,LTINT,TOT,PC_PA,A,2018,0.8925,
26518,BGR,LTINT,TOT,PC_PA,A,2019,0.4291667,
26519,BGR,LTINT,TOT,PC_PA,A,2020,0.2541667,
26520,BGR,LTINT,TOT,PC_PA,A,2021,0.1891667,
26521,BGR,LTINT,TOT,PC_PA,A,2022,1.531667,
26522,HRV,LTINT,TOT,PC_PA,A,2006,4.43,
26523,HRV,LTINT,TOT,PC_PA,A,2007,4.933333,
26524,HRV,LTINT,TOT,PC_PA,A,2008,6.041667,
26525,HRV,LTINT,TOT,PC_PA,A,2009,7.8325,
26526,HRV,LTINT,TOT,PC_PA,A,2010,6.265,
26527,HRV,LTINT,TOT,PC_PA,A,2011,6.539166,
26528,HRV,LTINT,TOT,PC_PA,A,2012,6.129167,
26529,HRV,LTINT,TOT,PC_PA,A,2013,4.680833,
26530,HRV,LTINT,TOT,PC_PA,A,2014,4.050833,
26531,HRV,LTINT,TOT,PC_PA,A,2015,3.526667,
26532,HRV,LTINT,TOT,PC_PA,A,2016,3.475,
26533,HRV,LTINT,TOT,PC_PA,A,2017,2.7675,
26534,HRV,LTINT,TOT,PC_PA,A,2018,2.1725,
26535,HRV,LTINT,TOT,PC_PA,A,2019,1.2875,
26536,HRV,LTINT,TOT,PC_PA,A,2020,0.8333333,
26537,HRV,LTINT,TOT,PC_PA,A,2021,0.4475,
26538,HRV,LTINT,TOT,PC_PA,A,2022,2.695833,
26539,ROU,LTINT,TOT,PC_PA,A,2006,7.228333,
26540,ROU,LTINT,TOT,PC_PA,A,2007,7.134167,
26541,ROU,LTINT,TOT,PC_PA,A,2008,7.6975,
26542,ROU,LTINT,TOT,PC_PA,A,2009,9.694167,
26543,ROU,LTINT,TOT,PC_PA,A,2010,7.336667,
26544,ROU,LTINT,TOT,PC_PA,A,2011,7.2925,
26545,ROU,LTINT,TOT,PC_PA,A,2012,6.679167,
26546,ROU,LTINT,TOT,PC_PA,A,2013,5.414166,
26547,ROU,LTINT,TOT,PC_PA,A,2014,4.494167,
26548,ROU,LTINT,TOT,PC_PA,A,2015,3.473333,
26549,ROU,LTINT,TOT,PC_PA,A,2016,3.319167,
26550,ROU,LTINT,TOT,PC_PA,A,2017,3.958333,
26551,ROU,LTINT,TOT,PC_PA,A,2018,4.686666,
26552,ROU,LTINT,TOT,PC_PA,A,2019,4.539166,
26553,ROU,LTINT,TOT,PC_PA,A,2020,3.893333,
26554,ROU,LTINT,TOT,PC_PA,A,2021,3.625,
26555,ROU,LTINT,TOT,PC_PA,A,2022,7.481667,
